id,name,dk_number,sb_number,type,material_main,material_sub,dating,dating_certainty,find_place,find_place_certainty,find_year,transliteration,transcription,translation_danish,translation_english,rune_typology,rune_typology_certainty,language_type,inscription_placement,images_count,url,dating_comment,find_circumstances,owner_institution,storage_location,condition,translation_comment,reading_comment,rune_height,script_arrangement,ornamented,separator_type,archaeological_period,other_number,title,images_urls,local_images_count,local_images_paths,literature_count,literature_refs
623,Ribe-hjerneskalSJy 39,SJy 39,127,Amulet,Andet,Ben,725-760,Nogenlunde Sikker,190408: Ribe Domkirke,Sikker,1973,ulfuR Auk uþin Auk HutiuR : HiAlb burins : uiþR | þAiM tuiArki Auk tuirkuniu buur,,"Ulf og Odin og Høj-Tyr, hjælpen er båret mod denne dværg og dværginden Bour.","Ulfr/ Wolf and Óðinn and High-Týr, the assistance is worn agaist this dwarf and the dwarfess Bóur.",Tidlig vikingetid (V),Sikker,Olddansk,På ydersiden af kraniefragmentet.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/623,"Dateringen bygger på dendrokronologisk datering af træ fra det fundlag, som amuletten blev fundet i: ca. 725-60 i henhold til de seneste undersøgelser, takket være meddelelse fra Claus Feveile marts 2007 .",Arkæologisk udgravning i Kunstmuseets kælder i 1973.,Nationalmuseet,Den Antikvariske Samling i Ribe.,God.,"Indskriften indledes med en anråbelse af Odin og to andre guder eller magter (eller tre Odins-betegnelser) - sml. Edith  Marolds analyse (Marold 2003). Man mente tidligere, at amuletten rummede ordet værk 'smerte', men den nyeste tolkning (Norström 2021), hvor værk er blevet til dværg, finder støtte i parallelle sygdomsformeler, se *sygdomsformler og *magi.","Runerne er skødesløst og upræcist indridsede med et skarpt redskab, hvilket besværliggør læsningen. Eksempelvis er n-runen i 'burins' både blevet opfattet som en usikker i-rune også som et utilsigtet snit. Læsningen her følger Jackie Nordströms nytolkning (2021), som i forhold til tidligere tolkninger læser rune 31 som n i stedet for (i), rune 41 læses t i stedet for A, mens rune 59 læses som u i stedet for n. Den sidste rune i 'uniu' har af Erik Moltke været læst som g-rune fra den ældre runerække, men forslaget kolliderer med at indskriften ellers følger 16-tegnsortografien, hvor k-runen bruges for både k (nk) og g ( ng). (For en videre diskussion af de ældre læsningsforslag henvises desuden til Stoklund 2004).","4,5-4,9 cm","To linjer uden rammestreger, førstelinjen yderst følger kantens drejning. B-linjen indenfor, forløber nogenlunde parallelt hermed, men med en skarp drejning, og den viger for det hul, der er lavet.",No,Kort vertikal streg,Overgangen germansk jernalder/vikingetid,EM85;151B,Ribe-hjerneskal,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/623/rune04b_458.jpg,2,runer_ku_images\623_0.jpg; runer_ku_images\623_1.jpg,0,
784,Ribe-hvalbenspladeSJy 40,SJy 40,127,Anden genstandstype,Andet,Ben,800-900,Nogenlunde Sikker,190409: Ribe Sankt Katharine,Sikker,1993,kþ=niiisþ=nþs,,Næppe sprogligt meningsgivende.,...,"Vikingetid (V), Vikingetid (V)",Sikker,Utolket,Indskriften går fra kantdekorationen til brudkanten forneden.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/784,Foreløbig arkæologisk datering på grundlag af stratigrafien.,Arkæologisk udgravning af markedspladsanlæg i Sct. Nicolajgade.,Den antikvariske Samling,Den antikvariske samling i Ribe.,Fragmenter af dekoreret glatteplade af hvalben.,,,"2,5-3 cm",Lineær.,Yes,Ingen skilletegn,Ældre vikingetid,AUD1993;261,Ribe-hvalbensplade,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/784/rune04b_468.jpg,2,runer_ku_images\784_0.jpg; runer_ku_images\784_1.jpg,0,
731,Ribe-håndtagSJy 42,SJy 42,,Anden genstandstype,Træ,Fyr,1250-1536,Nogenlunde Sikker,190408: Ribe Domkirke,Sikker,1959,in nomine patris æþ filii æþ spiri...,,"I Faderens, Sønnens og Helligåndens navn.","In the name of the Father, the Son and the Holy Ghost.",Middelalder (M),Sikker,Latin,På siden af håndtaget.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/731,Brugen af stungen b-rune og ensidige bistave samt anvendelse af latin tyder på en ret ung indskrift.,Fundet i august 1959 af Ivan Germansen i en affaldsdynge fra grundudgravning på von Støckens Plads.,Den antikvariske Samling,Den antikvariske samling i Ribe.,,,,,Lineær.,No,Ingen skilletegn,Yngre middelalder,EM85;474B,Ribe-håndtag,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/731/rune04b_455.jpg,2,runer_ku_images\731_0.jpg; runer_ku_images\731_1.jpg,0,
14083,Ribe-kamSJy 81,SJy 81,201,Kam,Andet,Tak,800-850,Nogenlunde Sikker,190408: Ribe Domkirke,Sikker,2017,kąbaʀ | kama ąi,,’Kam …’,’Comb ...’,"Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På begge sider af kammen i dennes længderetning.,1,https://runer.ku.dk/q.php?p=runer/genstande/genstand/14083,"Genstanden er fundet i et lag, der er C14-dateret til anden halvdel af 800-tallet.","I 2017-18 gennemførtes en stor forskningsudgravning i de ældste dele af Ribe, langs nordsiden af Ribe år fra omkring år 700. Udgravningen, der var bekostet af en Semper Ardens bevilling fra Carlsbergfondet som del af forskningsprojektet ”Northern Emporium”, havde til formål at følge udviklingen på en eller flere af byens parceller med huse og værksteder fra 700- og 800-tallet. Arbejdet blev gennemført i samarbejde mellem Sydvestjyske Museer og Danmarks Grundforskningsfonds Centre for Urban Network Evolution (UrbNet) ved Aarhus Universitet.",Sydvestjyske Museer,Museet i Ribe,"Genstanden er brækket, men indskrifterne er velbevarede.","Det er usikkert, om de tre runesekvenser hænger sammen i en samlet tolkning, da de ikke står i en sammenhæng, men en mulighed er da, at kammageren har skrevet ordet ’kam’ på den ene side, og ejeren derefter har skrevet sit navn (i genitiv) og tilføjet ’alene’, fordi han ikke ville dele sin kam med andre. Det kunne forklare, at sekvenserne tilsyneladende er ristet af to forskellige personer.","Runerne er meget tydelige, men det ser ud til, at indskriften på den ene side af kammen (ordet kąbaʀ) er skrevet med en anden hånd end runerne på den anden side.","0,8-1,4 cm",Højrevendt,Yes,Enkelt punkt,Ældre vikingetid,,Ribe-kam,https://cms.ku.dk/bootstrap/images/branding/faelles.svg,1,runer_ku_images\14083_0.jpg,0,
1039,Ribe-stenSJy 77,SJy 77,81,Runesten,Sten,Granit,950-975,Nogenlunde Sikker,190408: Ribe Domkirke,Sikker,2011,ku----...---- (:) ful(t)rua : sil(u)…,,... den fuldtros sjæl(?) ...,,"Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,"Indskriften er placeret i dyrets krop, som udgør runebåndet.",3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1039,Stenen er ornamenteret i sen Jelling-stil eller tidlig Mammen-stil.,Arkæologisk udgravning.,Sydvestjyske Museer,"Sydvestjyske Museer i Ribe, forhallen.",Stenen er et fragment.,"Ordet vn. fulltrúi kan oversættes med ""en betroet ven"" eller ""person man har fuld tillid til"". En mulig parallel til det runedanske ""fulltrōi"" findes på Skjern-sten 2, MJy 22, hvor den afdøde Odinkar omtales ""þann dȳra ok hinn drōttinfasta"", dvs. at Odinkar var dyrbar og trofast over for sin herre. Formelt kan ""fultrua"" være femininum nominativ ental, maskulinum i oblik kasus eller genitiv pluralis maskulinum eller femininum. Her er valgt den statistisk mest sandsynlige tolkningsmulighed. ""selu"" er dativ singularis af det stærktbøjede substantiv for *sjæl ""sēl"" eller mindre sandsynligt oblik kasus af det svagtbøjede, tostavede sēla. Runerne ""ku----..."" antages i Skalk-artiklen at være et personnavn, fx med forleddet Gunn- eller Guð-.","1: Sikker k-rune. 2: Sikker u-rune. 3: Rune uden bistav(e) foroven. Mulig stingning midt på som også kan være en skade eller en mulig n-bistav. 4: Skrå bistav – mulig m-rune? I så fald den senvikingetidige/middelalderlige form, hvilket ville være usædvanligt, jf. dateringen. 4-6: Runespor. Kan være rester af den samme m-rune. Herefter et usikkert antal runer, markeret med tre prikker. 7-10: Fire runespor – usikkert antal (én rune kan godt give to runespor) – hovedstav og bistav. 11: Skilletegn – øverste prik af et topunktsskilletegn, formentlig. 12: Sikker f-rune, men bunden mangler. 13: Sikker u-rune. 14: l-rune. Der er en skade til venstre for hovedstaven, men det er formentlig ikke en bistav. 15: t-rune, hvor hovedstaven udgøres af den ene linje i runebåndet. Det skal bemærkes, at den anden ornamentiklinje ikke anvendes som skrifttegn. 16: Sikker r-rune. 17: Sikker u-rune. 18: Sikker a-rune med dobbeltsidig bistav. 19: Sikkert etpunktsskilletegn. 20: Sikker s-rune – langstavet. 21: Sikker i-rune. 22: Sikker l-rune. 23: Formentlig en u-rune. Hovedstaven er sikker og rundingen foroven har samme karakter som på de andre u-runer i indskriften. Der kan dog også være tale om en r-rune eller en b-rune, hvilket dog ville være usævanligt rent sprogligt.",Ca. 11 cm,Slangeordning.,Yes,Enkelt punkt,Yngre vikingetid,,Ribe-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1039/SideA-lille.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1039/SideB-lille.jpg,3,runer_ku_images\1039_0.jpg; runer_ku_images\1039_1.jpg; runer_ku_images\1039_2.jpg,0,
1003,Ribe-teglstenSJy 43,SJy 43,,Anden genstandstype,Andet,Ubestemt,1536-1800,Nogenlunde Sikker,190408: Ribe Domkirke,Nogenlunde Sikker,1951 eller før,"Side A funden : rnn
Side B r(o)e (:) (su)--ar",,Forvirret indskrift.,...,Eftermiddelalderlig,Nogenlunde Sikker,Utolket,På begge bredsider af stenen.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1003,"Indskriften er formentlig et kuriosum fra renæssance eller nyere tid, da valget af runeformer skifter mellem vikingetid og senmiddelalderlige former. Runerne har dog patina, hvilket tyder på en vis ælde.","Ukendte fundomstændigheder, formentlig et jordfund fra Ribe. Genstanden er forevist for Bæksted i 1958 og Moltke i 1959 og grundigt undersøgt af Stoklund 1991.",Den antikvariske Samling,Den antikvariske samling i Ribe (j. nr. A 86).,,,,Ca. 1 cm,Lineær i stenens længderetning.,No,Enkelt punkt,Renæssance el. nyere tid,,Ribe-teglsten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1003/rune02b_113.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1003/rune02b_114.jpg,3,runer_ku_images\1003_0.jpg; runer_ku_images\1003_1.jpg; runer_ku_images\1003_2.jpg,0,
109,Rimsø-stenMJy 41,MJy 41,12,Runesten,Sten,Gnejs,900-1020,Nogenlunde Sikker,140114: Rimsø,Sikker,1814/1832,Side A þuriR : bruþiR : ainraþa Side B rai=sþi : stain : þąnsi : | uft : muþur : sina : auk : Side C ... ku... Side B ... -auþi : sam : uarst : maki,,"Thore, Enrådes broder, rejste denne sten efter sin moder og ... [moderens] død er værst for sønnen.","Þórir, Einráði's brother, raised this stone in memory of his mother and ... death is the worst (misfortune) for a son.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens enen bredside og begge smalsider.,4,https://runer.ku.dk/q.php?p=runer/genstande/genstand/109,Sprog- og runetypologisk datering.,"Et brudstykke af stenen er antagelig omtalt af Vedel Simonsen i 1814 i kirkens mur. Selve stenen blev opdaget i Rimsø Kirkes sydmur i 1832, udtaget 1875 og rejst 1889.",Kirken (menighedsrådet),"På en lav gravhøj lige øst for kirken, nu med stednr. og sb.nr. 140114:107.","Grundet et brud mangler en del af indskriften, en større del runer mangler på den ene smalside og en del runer er beskadiget på bredsiden.","Oversættelsen bygger på Ludv. Wimmers opløsning af lønrunerne (se DR spalte 153), men indskriften bør nok undersøges lidt grundigere. Niels Åge Nielsen (1983: 122-4) har et afvigende, men ikke overbevisende forslag til rekonstruktion af indskriften på venstre smalside. Nielsen følger desuden - i let justeret form - den restitution af mindesstrofen, der blev foreslået af Gerd Høst i 1952.","Indskriftens slutning er skrevet med *lønruner, der skal læses bagfra, egentlig, ikam : tsrau : mas : iþua- ...","14-19,5 cm","Indskriften uden rammelinjer begynder på den højre smalside, hvor der læses nedefra og op og ned igen fra bredsidens øvre højre hjørne til og med ""þąnsi"". Derefter læses nedefra og op fra midten af stenen. Det er usikkert, hvorledes runerne ku... på vestre smalside hører sammen med resten af indskriften. Endelig læses den venstre smalside og sidst den buede tekstlinje den modsatte vej rundt på den nedre del af bredsiden, fra ""... -auþi"" til ""maki""",No,To punkter,Vikingetid,,Rimsø-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/109/rune04b_475.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/109/rune04b_471.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/109/rune04b_479.jpg,4,runer_ku_images\109_0.jpg; runer_ku_images\109_1.jpg; runer_ku_images\109_2.jpg; runer_ku_images\109_3.jpg,0,
5076,Rokkedyssegård-blyamuletSj 109,Sj 109,203,Amulet,Metal,Bly,1100-1400,Nogenlunde Sikker,020216: Værløse,Sikker,2013,"Ydersiden: a=lþ(m)??
Indersiden: ? p 2/2 1/3 ?",,...,...,Middelalder (M),Sikker,Utolket,På begge sider af genstanden fra kant til kant.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/5076,,Metaldetektorafsøgning.,Nationalmuseet,"Genstanden uddeponeres til Hørsholm Egns Museum, HØM 600x1.",God.,"Indskriften giver ikke sproglig mening, men har paralleller i den norske blyamulet A284 med ukendt findested samt på bronzeamuletterne Søllested-bronzeamulet (Syd 15) og Roskilde-bronzeamulet (Sj 27).",Indskriften består af runer og lønruner. p-runen på indersiden har stingning i begge bælge.,Ca. 2 cm,Højrevendt.,No,[fejl],Middelalder,,Rokkedyssegård-blyamulet,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/5076/Rokkedyssegård a.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/5076/Rokkedyssegård b.jpg,3,runer_ku_images\5076_0.jpg; runer_ku_images\5076_1.jpg; runer_ku_images\5076_2.jpg,0,
653,Roskilde Domkirke-kalkristning 1Sj 29,Sj 29,,Kalkristning,Andet,Kalkpuds,1250-1420.,Nogenlunde Sikker,020410: Roskilde,Sikker,1980,godefridus : nafuam,,Godefridus (Godfred) ...,Godefridus {nafuam},Middelalder (M),Sikker,Latin,På den nordre korskrankemurs inderside ca. 150 cm fra indgangsdørens karm.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/653,"Indskrifterne er ristet i den tørre kalkpuds i en mur fra tiden efter 1250 (iflg. notat i Nationalmuseets arkiv). Det er mest sandsynligt, at den er ristet før korstolene blev placeret i koret i 1420'erne.",Restaurering af kirken.,Kirken (menighedsrådet),In situ.,,Latiniseret gengivelse af Godfred.,,,Lineær.,No,To punkter,Yngre middelalder,EM85;432B,Roskilde Domkirke-kalkristning 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/653/rune04b_492.jpg,2,runer_ku_images\653_0.jpg; runer_ku_images\653_1.jpg,0,
654,Roskilde Domkirke-kalkristning 2Sj 30,Sj 30,,Kalkristning,Andet,Kalkpuds,1250-1420,Nogenlunde Sikker,020410: Roskilde,Sikker,1980,{D} iacobus ru/ry,,[Herre] Jakob ...,{Dominus} Iacobus {ru/ry},Middelalder (M),Sikker,Latin,På den nordre korskrankemurs inderside nærmest knippepillen.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/654,"Indskrifterne er ristet i tør kalkpuds i en mur fra tiden efter 1250 (iflg. notat i Nationalmuseets arkiv). Det er mest sandsynligt, at indskriften er ristet før korstolenes placering i koret i 1420'erne.",Restaurering af kirken.,Kirken (menighedsrådet),In situ.,,,"Rune nummer tre er helt klart en langstavet c-rune. Det er muligt, at den afsluttende rune er et i og ikke et u eller y. Dermed kan det være en forkortelse for ordet ""ristede"".",,Lineær.,Yes,Ingen skilletegn,Yngre middelalder,EM85;432C,Roskilde Domkirke-kalkristning 2,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/654/rune04b_495.jpg,2,runer_ku_images\654_0.jpg; runer_ku_images\654_1.jpg,0,
815,Roskilde-blyamulet 1Sj 31,Sj 31,86,Amulet,Metal,Bly,1100-1400,Nogenlunde Sikker,020410: Roskilde,Sikker,2000,Side A (k)ruks kristi kruks (·) (-)...(-)(i)(s) Side B u(s) kruks (:) iohan(u)s k(r)(u)(k)s Side C k(r)-(k)s luk(u)s kr(u)ks (m)a-- Side D (f)u(f)(i)us kristina,,Kors Kristi kors... kors Johannes kors. Kors Lukas kors. {ma...} {fufius}. Kristina.,Crux Christi crux ... crux Johannes crux. Crux Lucas crux {ma...} {fufius}. Kristina.,Middelalder (M),Sikker,Latin,På alle fire sider af pinden.,5,https://runer.ku.dk/q.php?p=runer/genstande/genstand/815,,Metaldetektorfund i forbindelse med udgravning. Genstanden er fundet som løsfund i et opfyldningsområde.,Roskilde Museum,Roskilde Museum (journalnr. 2103).,Nogle steder revner og korrosion.,,,"Ca. 0,5 cm.",Højrevendt.,No,"Enkelt punkt, Et kors",Middelalder,AUD2001;252,Roskilde-blyamulet 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/815/rune04b_487.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/815/rune04b_488.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/815/rune04b_485.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/815/rune04b_486.jpg,5,runer_ku_images\815_0.jpg; runer_ku_images\815_1.jpg; runer_ku_images\815_2.jpg; runer_ku_images\815_3.jpg; runer_ku_images\815_4.jpg,0,
1070,Roskilde-blyamulet 2Sj 104,Sj 104,144,Amulet,Metal,Bly,1100-1400,Nogenlunde Sikker,020410: Roskilde,Sikker,2010,...,,Runelignende tegn.,,Ubestemt,Sikker,Utolket,"Genstanden ser ud til at være beskrevet på begge sider, men kun runerne på ydersiden kan bedømmes, så længe genstanden ikke er udfoldet.",3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1070,,"Metaldetektorfund i forbindelse med arkæologisk udgravning ved Konventhuset i Roskilde. Genstanden blev fundet i en opgravet jordbunke, så dens umiddelbare kontekst kendes ikke.",Roskilde Museum,Roskilde Museum.,"God. Det er endnu ikke vurderet, om genstanden kan foldes ud uden at gå i stykker.",,"Runelignende tegn. Midt på genstanden er der afsat en vandret linje til at skrive efter, men runerne og de runelignende tegn overskrider linjen.",,,No,Usikkert skilletegn,Middelalder,,Roskilde-blyamulet 2,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1070/A-lille.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1070/B-lille.jpg,3,runer_ku_images\1070_0.jpg; runer_ku_images\1070_1.jpg; runer_ku_images\1070_2.jpg,0,
242,Roskilde-bronzeamuletSj 27,Sj 27,,Amulet,Metal,Bronze,1050-1100,Nogenlunde Sikker,020410: Roskilde,Sikker,1866,Side A siuærþ (u)=(u)=(u) (u)=(u)=(u)=bfk=ykt=(u)æ Side B lufrþ-nt : (c)-rrr :,,Sigvard ...,Sigvarðr ...,Middelalder (M),Sikker,"Utolket, Gammeldansk",På amulettens 2 flade sider i længderetningen.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/242,"Det er mest sandsynligt, at genstanden stammer fra ældre middelalder, da den har bærehul, og da den er af bronze.",Fundet ved gravning i Roskilde mellem Maglekilde og Roskilde Domkirke og samme år indsendt til Nationalmuseet.,Nationalmuseet,Nationalmuseet.,,Se Rikke Steenholt Olesen 2007:92-96.,Indskriften er translittereret som en middelalderindskrift med y (af oprindeligt R) og c (kortstavet s).,"0,8-1,3 cm","Indskriften læses fra venstre mod højre, nedad i forhold til amulettens øsken.",No,"Et kryds, Kort vertikal streg",Overgangen vikingetid/middelalder,,Roskilde-bronzeamulet,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/242/rune04b_203.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/242/rune04b_204.jpg,3,runer_ku_images\242_0.jpg; runer_ku_images\242_1.jpg; runer_ku_images\242_2.jpg,0,
